timestamp,temperature,humidity,lux,accel_x,accel_y,accel_z,anomaly_type
2026-04-20 14:51:30,29.75748,42.71263,323.49192,-0.08309,-0.07501,9.8016,normal
2026-04-20 14:51:33,29.87036,42.34237,323.35456,0.09655,-3.04718,9.83919,anomaly
2026-04-20 14:51:37,29.84507,42.19645,322.8344,0.04605,-0.66813,9.75793,anomaly
2026-04-20 14:51:41,29.90141,41.90991,324.13257,0.08739,0.00845,9.85461,normal
2026-04-20 14:51:45,29.67261,42.0991,324.75939,-0.02063,0.04107,9.84719,normal
2026-04-20 14:51:49,29.87064,41.70182,322.90364,-0.04301,0.05206,9.79177,normal
2026-04-20 14:51:53,30.01197,42.03469,322.83057,0.1056,-0.05291,9.84408,normal
2026-04-20 14:51:57,29.86064,41.83814,319.8355,-0.00785,-0.0727,9.81353,normal
2026-04-20 14:52:01,29.87159,41.3695,313.55619,0.01414,0.02081,9.85385,normal
2026-04-20 14:52:05,29.6851,41.67795,311.52731,0.05229,-0.02847,9.83602,normal
2026-04-20 14:52:09,29.76727,41.66988,314.33589,0.06217,-0.02716,9.86632,normal
2026-04-20 14:52:13,30.02534,42.19437,319.08957,0.07553,-0.0642,9.76596,normal
2026-04-20 14:52:17,29.86193,41.8961,320.55019,0.04171,0.00487,9.81488,normal
2026-04-20 14:52:21,29.87841,41.49307,322.70689,-0.01065,-2e-05,9.78168,normal
2026-04-20 14:52:25,29.78439,41.33736,323.63162,0.05756,-0.02755,9.80705,normal
2026-04-20 14:52:29,29.92688,41.6776,325.07893,1.93941,-0.07525,9.86633,anomaly
2026-04-20 14:52:33,29.86022,41.01837,323.69736,-0.0404,0.03629,9.81953,normal
2026-04-20 14:52:37,29.91802,40.87182,323.38776,0.08737,-0.00701,9.8211,normal
2026-04-20 14:52:41,30.07244,40.73267,323.38995,-0.0719,0.02456,9.81988,normal
2026-04-20 14:52:44,29.85416,40.83119,323.78377,0.06881,-0.10506,9.82085,normal
2026-04-20 14:52:48,29.70741,40.75314,323.76062,0.00496,-0.02237,9.79553,normal
2026-04-20 14:52:52,29.55426,40.77031,324.35419,0.06092,-0.04753,9.79137,normal
2026-04-20 14:52:56,29.64796,40.66947,322.90009,0.04597,-0.01158,9.80051,normal
2026-04-20 14:53:01,29.84037,40.82105,323.79067,0.02627,0.01708,9.73716,normal
2026-04-20 14:53:05,29.67302,41.20946,322.83765,0.04522,-0.00721,9.8099,normal
2026-04-20 14:53:09,29.76743,40.92786,323.00194,0.02982,-0.01922,9.81552,normal
2026-04-20 14:53:13,29.85873,40.63012,324.87686,0.05454,-0.01471,9.78976,normal
2026-04-20 14:53:17,29.89289,40.29277,322.67416,0.12041,-0.07688,9.81712,normal
2026-04-20 14:53:21,29.72161,40.01483,322.96643,-0.02189,-0.05386,9.82771,normal
2026-04-20 14:53:25,29.75904,40.29626,321.74335,-0.09932,0.02417,9.82738,normal
2026-04-20 14:53:28,29.73642,40.22711,322.46046,0.01261,-0.03883,9.78389,normal
2026-04-20 14:53:32,29.73617,39.38331,323.52739,0.01216,0.03422,9.78238,normal
2026-04-20 14:53:37,29.74043,39.64142,323.27905,0.01859,0.01503,9.8249,normal
2026-04-20 14:53:40,29.82239,39.35781,323.09178,-0.00741,0.01856,9.83281,normal
2026-04-20 14:53:44,29.73483,39.5625,324.55394,0.06016,-0.00359,9.8456,normal
2026-04-20 14:53:49,29.89196,39.30845,324.34251,-0.02238,-0.04057,9.84411,normal
2026-04-20 14:53:53,29.79219,39.57943,325.06065,0.05075,-0.02123,9.87587,normal
2026-04-20 14:53:57,29.79683,39.70963,325.45543,0.05718,0.01092,9.80677,normal
2026-04-20 14:54:01,29.64973,39.5416,322.08681,0.03809,-0.11151,9.84774,normal
2026-04-20 14:54:05,29.78949,40.09807,323.21152,0.05017,0.02924,9.79322,normal
2026-04-20 14:54:09,29.66865,40.26713,322.11155,0.06749,-0.04152,9.8594,normal
2026-04-20 14:54:12,29.80476,41.14754,321.7049,0.02956,-0.01931,9.81759,normal
2026-04-20 14:54:17,29.73695,40.717,323.64131,0.0163,-0.02346,9.82318,normal
2026-04-20 14:54:21,29.71007,40.27372,322.64323,0.04945,-0.01844,9.83814,normal
2026-04-20 14:54:25,29.97999,40.7607,324.81849,0.05436,-0.07275,9.77486,normal
2026-04-20 14:54:29,29.97428,40.77003,322.53512,0.06994,-0.01152,9.77304,normal
2026-04-20 14:54:33,29.97905,40.72751,321.98681,-0.03894,0.00803,9.80169,normal
2026-04-20 14:54:37,29.93956,40.82512,323.26921,0.02193,-0.10163,9.81853,normal
2026-04-20 14:54:41,29.99809,40.66704,322.6054,-0.01489,-0.0718,9.85914,normal
2026-04-20 14:54:45,29.73586,40.96515,323.09157,0.05282,0.02001,9.78138,normal
2026-04-20 14:54:49,29.99242,40.97082,322.85963,0.0603,0.012,9.84213,normal
2026-04-20 14:54:53,29.77445,41.25878,322.7717,0.0214,-0.00627,9.8046,normal
2026-04-20 14:54:57,29.85025,40.81723,322.52691,-0.0023,-0.04752,9.81127,normal
2026-04-20 14:55:01,30.04356,40.75008,322.8646,0.06008,0.01726,9.80713,normal
2026-04-20 14:55:05,30.10098,40.79177,323.48713,0.02724,-0.06913,9.81071,normal
2026-04-20 14:55:09,29.85602,40.66732,324.93817,0.08186,-0.01959,9.82025,normal
2026-04-20 14:55:13,29.85373,40.92423,324.04254,0.10471,-0.07418,9.80325,normal
2026-04-20 14:55:16,29.94489,41.01378,323.70468,0.07559,-0.02228,9.78345,normal
2026-04-20 14:55:20,29.92659,41.04804,323.31535,0.04181,-0.05536,9.80281,normal
2026-04-20 14:55:24,30.05638,40.81494,325.09367,0.10547,0.01233,9.82194,normal
2026-04-20 14:55:29,30.24569,40.99886,325.19991,0.0408,-0.00203,9.77327,normal
2026-04-20 14:55:33,30.04868,40.89345,322.88417,0.01165,-0.04297,9.82847,normal
2026-04-20 14:55:37,29.95582,41.24352,321.62423,0.00527,0.0272,9.84525,normal
2026-04-20 14:55:41,29.88462,41.33795,321.58359,-0.00246,-0.05675,9.84942,normal
2026-04-20 14:55:45,29.95119,40.61225,322.21017,0.02892,-0.01959,9.81748,normal
2026-04-20 14:55:49,29.85516,40.66187,322.11266,0.05516,-0.04481,9.75645,normal
2026-04-20 14:55:53,30.06475,41.24395,322.70464,-0.02772,0.01872,9.82631,normal
2026-04-20 14:55:57,30.06588,41.68591,322.33124,0.01692,0.00815,9.83343,normal
2026-04-20 14:56:01,30.02839,40.94206,323.91081,0.04881,0.03429,9.79449,normal
2026-04-20 14:56:05,30.20656,41.41596,324.15633,0.0563,-0.01206,9.80935,normal
2026-04-20 14:56:09,29.94824,41.19605,323.91839,0.02633,-0.13864,9.83198,normal
2026-04-20 14:56:13,29.99401,41.53789,325.0986,0.04038,-0.0317,9.85094,normal
2026-04-20 14:56:17,30.11133,41.31727,322.86469,-0.01729,0.05298,9.79463,normal
2026-04-20 14:56:20,30.1148,40.93832,323.46961,-0.00327,-0.0305,9.8259,normal
2026-04-20 14:56:24,30.1133,40.97019,323.65956,0.03528,-0.09878,9.81459,normal
2026-04-20 14:56:28,30.0595,41.14131,324.24653,0.05217,-0.00497,9.82196,normal
2026-04-20 14:56:32,30.1388,41.41274,322.18167,0.04211,0.00104,9.836,normal
2026-04-20 14:56:36,30.0823,41.2481,322.64196,-0.00655,-0.04771,9.7827,normal
2026-04-20 14:56:40,30.23112,41.07493,323.19806,0.01361,-0.03184,9.81875,normal
2026-04-20 14:56:44,30.26513,41.10154,323.55477,0.09399,-0.05813,9.81628,normal
2026-04-20 14:56:49,30.35201,40.43634,324.62349,0.05027,0.00402,9.76345,normal
2026-04-20 14:56:53,30.05121,40.64705,324.93334,0.02614,-0.01331,9.83077,normal
2026-04-20 14:56:57,30.07476,40.67538,324.54141,-0.01751,-0.06745,9.82658,normal
2026-04-20 14:57:01,30.17075,41.26305,325.27175,-0.00104,-0.01571,9.81531,normal
2026-04-20 14:57:05,29.83955,40.98942,324.76098,0.03208,-0.0468,9.80482,normal
2026-04-20 14:57:09,30.13399,40.66867,324.98677,0.04366,0.04656,9.80603,normal
2026-04-20 14:57:13,30.19933,40.17417,325.7519,0.05452,0.02591,9.83272,normal
2026-04-20 14:57:17,30.07876,40.26262,325.34954,0.05284,-0.01528,9.81261,normal
2026-04-20 14:57:21,29.98048,40.48782,325.72952,0.02021,-0.01241,9.79312,normal
2026-04-20 14:57:25,30.02907,40.67239,326.56651,0.00754,0.02308,9.78786,normal
2026-04-20 14:57:29,30.03989,41.40669,326.84327,0.12159,-0.02509,9.80562,normal
2026-04-20 14:57:33,30.14169,41.35305,327.52659,0.01296,0.0185,9.79884,normal
2026-04-20 14:57:37,30.06765,40.94016,328.20169,-0.02352,0.04126,9.81692,normal
2026-04-20 14:57:41,30.03361,41.2764,324.74752,-0.03759,-0.03424,9.78486,normal
2026-04-20 14:57:45,29.979,41.18189,319.43484,0.01603,0.05055,9.78425,normal
2026-04-20 14:57:49,30.00227,41.11444,317.81591,0.06851,0.03955,9.89168,normal
2026-04-20 14:57:53,30.13309,40.87536,320.28752,0.00519,-0.00999,9.86473,normal
2026-04-20 14:57:57,29.91151,40.68608,325.09813,0.097,-0.04061,9.81793,normal
2026-04-20 14:58:01,29.91733,40.32332,329.47785,0.03201,-0.00892,9.82797,normal
2026-04-20 14:58:05,29.88762,40.20958,328.18484,0.07596,-0.02436,9.84395,normal
2026-04-20 14:58:09,29.92729,40.22002,330.68664,-0.00363,-0.05343,9.81357,normal
2026-04-20 14:58:13,29.92804,40.64627,331.95511,-0.00248,0.00922,9.81505,normal
2026-04-20 14:58:17,29.91552,40.32867,331.67124,0.03434,-0.06277,9.80321,normal
2026-04-20 14:58:21,29.96244,39.81684,331.93999,0.05404,-0.03545,9.8459,normal
2026-04-20 14:58:25,30.0235,40.43548,331.31329,0.02089,-0.03093,9.8491,normal
2026-04-20 14:58:29,30.08808,39.95901,331.30292,0.04602,-0.07344,9.84095,normal
2026-04-20 14:58:33,29.84406,39.73627,331.92432,0.05637,0.0103,9.81775,normal
2026-04-20 14:58:37,29.97247,39.85118,332.18452,-0.02841,-0.02717,9.86522,normal
2026-04-20 14:58:41,29.96113,40.11775,332.55971,0.01971,0.04154,9.80526,normal
2026-04-20 14:58:45,30.10185,40.35461,332.79414,0.01166,-0.02803,9.85894,normal
2026-04-20 14:58:49,30.17866,40.17699,333.35147,0.00696,-0.03656,9.80523,normal
2026-04-20 14:58:54,30.10959,40.03634,333.67053,0.04491,-0.05956,9.781,normal
2026-04-20 14:58:58,30.14699,40.38627,332.11511,0.00901,-0.01253,9.87461,normal
2026-04-20 14:59:02,30.26003,40.28487,333.29471,-0.05257,-0.01739,9.82394,normal
2026-04-20 14:59:06,30.15588,40.38598,334.78021,0.02511,0.01234,9.82461,normal
2026-04-20 14:59:10,30.04099,40.34846,333.82555,-0.01376,-0.01201,9.80337,normal
2026-04-20 14:59:14,30.20084,39.84648,335.27542,0.05708,0.07663,9.7946,normal
2026-04-20 14:59:18,30.14304,40.2709,333.51931,0.06293,0.00204,9.79978,normal
2026-04-20 14:59:22,30.25788,40.27613,333.72464,-0.06256,-0.06013,9.81473,normal
2026-04-20 14:59:26,30.26073,40.45579,332.91807,-0.00266,-0.06333,9.80028,normal
2026-04-20 14:59:31,30.22734,40.13206,334.51521,0.0435,0.00326,9.75714,normal
2026-04-20 14:59:35,30.41569,40.13815,335.53417,-0.02514,-0.06216,9.85453,normal
2026-04-20 14:59:39,30.36558,40.4675,334.58845,0.05582,0.00613,9.80675,normal
2026-04-20 14:59:43,30.41225,40.84618,335.71695,0.07392,0.02266,9.83346,normal
2026-04-20 14:59:46,30.43164,41.02233,336.81383,0.02758,0.02069,9.78573,normal
2026-04-20 14:59:50,30.41606,40.65,335.91487,-0.00273,-0.05075,9.81916,normal
2026-04-20 14:59:54,30.32815,41.16282,335.89487,-0.06371,0.02071,9.82765,normal
2026-04-20 14:59:58,30.45316,40.83483,336.44921,0.07211,-0.00542,9.82517,normal
2026-04-20 15:00:02,30.38016,40.91459,335.08071,0.11617,-0.03995,9.8107,normal
2026-04-20 15:00:07,30.29089,40.50297,335.39162,0.11069,-0.0247,9.82234,normal
2026-04-20 15:00:10,30.09624,39.99476,337.45899,0.02998,0.00162,9.82613,normal
2026-04-20 15:00:14,30.33101,40.03909,335.86256,-0.01418,-0.04646,9.81515,normal
2026-04-20 15:00:19,30.25789,40.13814,336.81027,0.06643,2.21479,9.77596,anomaly
2026-04-20 15:00:23,30.45217,40.01306,336.83924,0.02832,0.81442,9.78721,anomaly
2026-04-20 15:00:27,30.31379,40.28444,336.27692,0.05487,0.02671,9.81083,normal
2026-04-20 15:00:31,30.4679,40.53396,336.41557,0.04375,-0.01522,9.81279,normal
2026-04-20 15:00:35,30.55074,40.35772,338.0151,0.0335,-0.00478,9.85543,normal
2026-04-20 15:00:39,30.42328,40.5808,337.69198,0.0799,-0.04017,9.83202,normal
2026-04-20 15:00:43,30.47862,40.33343,338.03204,0.07553,-0.03705,9.78926,normal
2026-04-20 15:00:47,30.44254,40.35705,339.24611,0.01234,-0.08052,9.85341,normal
2026-04-20 15:00:51,30.51233,40.80863,338.07536,-0.00751,-0.01013,9.81064,normal
2026-04-20 15:00:55,30.62601,40.52898,336.89988,-0.06995,0.01128,9.83291,normal
2026-04-20 15:00:59,30.65024,40.63432,339.03588,0.01371,-0.01815,9.78793,normal
2026-04-20 15:01:03,30.58021,40.58841,338.25636,-0.01814,-0.05204,9.80556,normal
2026-04-20 15:01:07,30.52057,40.51852,338.96113,0.05143,-0.01142,9.84128,normal
2026-04-20 15:01:12,30.59434,40.46064,337.59323,0.01329,0.03953,9.78199,normal
2026-04-20 15:01:15,30.62062,40.66806,338.14706,0.02165,0.02492,9.81131,normal
2026-04-20 15:01:19,30.52645,40.35483,336.65029,0.07029,-0.02123,9.82014,anomaly
2026-04-20 15:01:27,30.59808,40.45833,336.65029,0.0426,0.0649,9.7891,anomaly
2026-04-20 15:01:31,30.53891,40.44711,336.65029,0.02722,0.09638,9.76802,anomaly
2026-04-20 15:01:35,30.47319,40.81312,336.65029,0.10665,-0.03492,9.8348,anomaly
2026-04-20 15:01:39,30.40079,40.55096,336.65029,0.06245,-0.03176,9.89026,anomaly
2026-04-20 15:01:43,30.40479,40.63666,332.85343,0.01045,0.00722,9.81136,normal
2026-04-20 15:01:46,30.67569,39.87051,332.49342,0.01434,-0.06219,9.82387,normal
2026-04-20 15:01:51,30.73227,40.24402,333.73209,0.06219,0.02052,9.78501,normal
2026-04-20 15:01:54,30.60505,40.01364,333.69419,0.03988,-0.018,9.85003,normal
2026-04-20 15:01:59,30.78028,39.65831,332.33132,-0.0178,-0.00045,9.80445,normal
2026-04-20 15:02:03,30.88462,40.04975,333.29175,0.06775,-0.04361,9.84069,normal
2026-04-20 15:02:07,30.82929,39.64968,332.06306,0.16758,-0.00108,9.81853,normal
2026-04-20 15:02:11,30.72926,39.94322,333.13362,0.08633,-0.10602,9.82949,normal
2026-04-20 15:02:15,30.66095,39.81117,332.64436,0.09807,0.04622,9.82684,normal
2026-04-20 15:02:19,30.65475,39.11647,332.2856,0.1237,0.02008,9.81645,normal
2026-04-20 15:02:23,30.73132,39.11372,332.26727,0.10989,0.01085,9.81635,normal
2026-04-20 15:02:26,30.69513,39.14145,334.95782,0.04385,-0.00186,9.83802,normal
2026-04-20 15:02:30,30.64207,39.11743,333.00459,0.02289,-0.11499,9.80208,normal
2026-04-20 15:02:34,30.52213,38.82556,333.48753,-0.04877,-0.04742,9.79816,normal
2026-04-20 15:02:38,30.63914,38.74849,334.14604,0.02702,-0.0285,9.85339,normal
2026-04-20 15:02:42,30.7282,38.79698,332.72139,0.05435,-0.06757,9.80885,normal
2026-04-20 15:02:46,30.80602,38.26058,331.36861,0.02971,-0.08933,9.79483,normal
2026-04-20 15:02:50,30.72854,38.63651,331.35056,-0.04866,-0.05801,9.83026,normal
2026-04-20 15:02:54,30.8431,38.68771,332.36636,0.01402,-0.01643,9.83608,normal
2026-04-20 15:02:58,30.61744,38.64263,331.642,0.05925,-0.01674,9.77813,normal
2026-04-20 15:03:02,30.81992,38.38049,331.49912,-0.01782,0.02844,9.82781,normal
2026-04-20 15:03:06,30.67677,38.08229,332.52172,0.04015,0.06685,9.81717,normal
2026-04-20 15:03:10,30.80064,37.69315,331.2422,0.04839,0.01298,9.8295,normal
2026-04-20 15:03:14,30.81916,37.93408,331.44132,0.07764,-0.02242,9.81182,normal
2026-04-20 15:03:18,30.68083,37.50196,329.77215,0.1081,0.05847,9.82106,normal
2026-04-20 15:03:22,30.91524,37.20478,330.23346,0.01377,-0.08662,9.75742,normal
2026-04-20 15:03:26,30.84935,37.05404,328.19091,0.03925,-0.10875,9.79792,normal
2026-04-20 15:03:30,30.77645,37.08821,323.40651,0.03967,-0.0562,9.83844,normal
2026-04-20 15:03:34,30.7011,37.20879,314.04991,0.06051,0.0197,9.88823,normal
2026-04-20 15:03:38,30.82403,37.27499,310.3277,0.0573,-0.01133,9.81717,normal
2026-04-20 15:03:42,30.9064,36.97701,313.02283,0.09496,-0.05733,9.78889,normal
2026-04-20 15:03:46,30.81224,37.02678,321.08116,-0.07097,-0.05072,9.81193,normal
2026-04-20 15:03:50,30.80679,37.32288,328.2656,0.05266,-0.06744,9.79423,normal
2026-04-20 15:03:54,30.82495,37.17277,329.42912,0.04929,-0.06996,9.84329,normal
2026-04-20 15:03:58,30.71895,36.98704,328.60263,0.01862,0.04929,9.80891,normal
2026-04-20 15:04:03,31.03057,36.64324,328.53095,-0.06716,-0.01978,9.84041,normal
2026-04-20 15:04:07,30.87639,36.29907,327.13258,0.03151,0.05365,9.80254,normal
2026-04-20 15:04:11,30.82288,36.51147,326.46763,-0.00322,-0.05519,9.83242,normal
2026-04-20 15:04:14,30.92959,36.22046,327.76631,-5.40582,0.00108,9.76961,anomaly
2026-04-20 15:04:18,30.69271,36.36347,325.9964,-1.46203,-0.00949,9.80849,anomaly
2026-04-20 15:04:22,30.75958,36.33822,326.98504,-0.00471,0.0186,9.82487,normal
2026-04-20 15:04:26,30.55347,36.81241,326.93243,-0.05452,-0.00988,9.78788,normal
2026-04-20 15:04:30,30.69489,36.20346,326.40793,0.05415,0.01968,9.81494,normal
2026-04-20 15:04:34,30.73367,35.87703,326.92329,0.06799,0.00716,9.81959,normal
2026-04-20 15:04:38,30.76482,36.27427,325.88583,0.02113,-0.06546,9.82912,normal
2026-04-20 15:04:43,30.62952,35.84181,327.22486,0.0576,0.01284,9.81823,normal
2026-04-20 15:04:47,30.56124,36.31343,326.18294,0.02054,-0.02019,9.82142,normal
2026-04-20 15:04:51,30.695,36.5997,326.11931,0.07778,-0.05031,9.83806,normal
2026-04-20 15:04:55,30.6095,36.81841,325.80291,0.07761,0.01129,9.77044,normal
2026-04-20 15:04:59,30.72173,36.40661,326.80438,-0.04594,0.03112,9.78984,normal
2026-04-20 15:05:03,30.80907,36.39626,327.14459,-0.03085,-0.03592,9.7735,normal
2026-04-20 15:05:06,30.69388,36.29552,324.18805,0.12034,-0.02588,9.81591,normal
2026-04-20 15:05:10,30.62487,36.6108,325.62303,0.07471,-0.07946,9.82888,normal
2026-04-20 15:05:15,30.62423,36.68815,323.7403,-0.0215,-0.09561,9.846,normal
2026-04-20 15:05:19,30.72554,36.70032,324.19374,-0.03518,-0.03224,9.81914,normal
2026-04-20 15:05:23,30.5616,36.35825,324.31078,0.04321,0.01542,9.79678,normal
2026-04-20 15:05:26,30.68724,37.12339,324.0715,-0.01722,-0.04466,9.80515,normal
2026-04-20 15:05:34,30.64445,37.17184,324.83774,0.0108,0.05305,9.76762,normal
2026-04-20 15:05:38,30.91826,37.11494,325.47205,0.03327,-0.02899,9.80668,normal
2026-04-20 15:05:42,30.93268,37.42555,324.4242,0.02455,-0.02745,9.75062,normal
2026-04-20 15:05:46,30.68732,37.33172,323.96751,0.08096,-0.03494,9.82238,normal
2026-04-20 15:05:50,30.86588,37.35181,324.35209,0.11139,0.02632,9.80179,normal
2026-04-20 15:05:54,30.73684,37.11214,322.81743,0.01029,-0.06245,9.81277,normal
2026-04-20 15:05:58,30.8015,37.05665,323.0556,-0.02155,-0.02086,9.78177,normal
2026-04-20 15:06:02,30.9678,37.40013,324.78286,0.04212,-0.04721,9.79337,normal
2026-04-20 15:06:14,30.78939,37.2347,322.71136,0.09908,-0.04283,9.82932,normal
2026-04-20 15:06:18,30.73651,37.29029,323.07367,0.0159,-0.02201,9.77327,normal
2026-04-20 15:06:22,30.7541,37.34741,322.63915,0.06373,-0.02441,9.8307,normal
2026-04-20 15:06:26,30.89246,37.44076,324.75977,-0.00815,0.027,9.80297,normal
2026-04-20 15:06:30,30.59225,37.21351,321.90363,0.03318,-0.02027,9.76641,normal
2026-04-20 15:06:34,30.79591,36.88402,317.69841,-0.02278,0.00472,9.846,normal
2026-04-20 15:06:38,30.80572,36.87961,310.84603,0.02984,-0.00755,9.84107,normal
2026-04-20 15:06:42,30.81752,36.60191,306.4225,0.02616,0.04981,9.80314,normal
2026-04-20 15:06:46,30.99018,36.47389,304.17438,0.05841,-0.03019,9.79359,normal
2026-04-20 15:06:50,31.03226,36.0946,301.0482,0.10553,-0.03367,9.82338,normal
2026-04-20 15:06:54,30.86291,36.41313,302.54374,0.01443,0.01475,9.77983,normal
2026-04-20 15:06:58,31.1356,36.03981,307.97256,-0.05521,-0.03288,9.80736,normal
2026-04-20 15:07:02,30.85923,36.02331,316.91162,0.01834,0.00646,9.82885,normal
2026-04-20 15:07:06,31.05175,35.47495,321.7897,0.04474,0.08511,9.85879,normal
2026-04-20 15:07:10,31.00691,35.45917,324.3707,0.03768,-0.06556,9.81571,normal
2026-04-20 15:07:14,30.92867,35.78169,324.59494,0.02448,0.05232,9.8324,normal
2026-04-20 15:07:18,31.00854,35.26629,326.35805,0.09829,-0.03664,9.8185,normal
2026-04-20 15:07:22,31.02934,35.53001,325.92367,0.03644,0.04505,9.75941,normal
2026-04-20 15:07:26,31.05469,35.6807,325.92534,0.02915,0.0105,9.8096,normal
2026-04-20 15:07:30,31.0036,35.45167,325.47016,-0.0007,0.0092,9.80687,normal
2026-04-20 15:07:34,31.06435,35.64883,325.09044,-0.04282,-0.02817,9.85462,normal
2026-04-20 15:07:38,31.01278,35.74109,325.12228,0.04664,-0.02913,9.86535,normal
2026-04-20 15:07:42,30.98075,35.29049,323.84318,0.04506,-0.04847,9.81798,normal
2026-04-20 15:07:46,31.05769,35.05794,317.40291,-0.01431,-0.01963,9.82658,normal
2026-04-20 15:07:50,31.00581,35.51665,310.17989,0.02405,-0.02504,9.81119,normal
2026-04-20 15:07:54,31.06332,35.00059,306.11261,0.02231,-0.00911,9.83732,normal
2026-04-20 15:07:58,31.13685,34.85662,308.83568,0.00295,-0.08127,9.82471,normal
2026-04-20 15:08:02,31.15567,34.78592,310.35835,-0.00409,-0.01281,9.83987,normal
2026-04-20 15:08:06,31.304,34.7505,308.42489,0.04986,0.03675,9.83822,normal
2026-04-20 15:08:10,31.05517,34.95869,302.17026,0.01866,0.02387,9.82398,normal
2026-04-20 15:08:13,31.26644,35.0816,299.53288,0.01106,-0.02139,9.79536,normal
2026-04-20 15:08:18,31.2227,34.54211,300.70313,-0.00718,0.09619,9.79843,normal
2026-04-20 15:08:22,31.28383,34.94409,307.75627,0.02526,-0.04482,9.83983,normal
